,score,anime_id,type,source,episodes,rating,scored_by,members,favorites,studio,genre,duration_min,aired_from_year
5119,220,1420,3,9,4,5,246,575,1,13,835,61,43
5120,394,3700,5,6,13,5,2972,3905,271,597,31,54,59
5121,255,3291,5,9,26,3,64,306,2,643,220,56,25
5122,140,3321,5,10,3,3,68,215,0,556,1119,53,48
5123,356,4094,3,5,2,3,3141,3608,19,701,1945,56,60
5124,165,2962,5,14,13,3,32,246,1,639,1552,33,57
5125,387,583,5,6,43,3,4233,4901,483,639,2062,55,40
5126,296,3634,4,5,1,3,2902,3439,9,491,569,61,59
5127,204,6206,4,6,14,3,24,149,0,479,2790,48,39
5128,426,4943,0,9,1,0,926,1805,21,612,1648,88,63
5129,377,3955,5,6,13,4,3086,3653,49,417,1570,43,60
5130,291,5938,5,5,12,3,2799,3857,41,437,2655,54,64
5131,320,425,3,6,2,4,3096,3581,102,410,1941,57,46
5132,245,5036,3,9,1,3,336,785,2,380,2627,37,60
5133,287,3183,5,6,12,3,4161,4938,200,145,1560,54,58
5134,282,1162,5,8,26,3,553,1359,7,242,952,56,46
5135,150,6174,2,9,1,2,24,66,0,494,1794,33,63
5136,228,5966,5,0,12,3,1403,1987,16,470,2993,34,64
5137,455,5181,5,5,25,4,5006,5826,1198,677,2780,56,63
5138,153,5860,4,9,21,0,82,413,0,136,1743,33,63
5139,368,169,5,6,50,3,2320,3230,120,597,1836,55,49
5140,288,4674,5,5,12,4,4803,5596,660,2,673,55,62
5141,252,3096,4,9,3,3,652,1072,1,95,1084,35,57
5142,202,5330,2,10,2,0,418,690,2,514,2372,17,62
5143,384,4582,3,6,2,3,3965,4615,138,417,3124,52,61
5144,320,5566,5,6,38,3,1704,2941,47,639,1143,54,63
5145,208,4035,4,9,1,0,86,158,1,144,2522,33,58
5146,128,5570,2,9,47,2,19,130,0,136,1904,37,63
5147,367,493,5,10,11,4,3208,4187,188,639,2712,54,53
5148,306,5964,5,9,49,0,777,1773,46,639,613,55,64
5149,242,5315,3,4,1,3,200,907,3,235,508,42,62
5150,363,3398,3,6,1,3,1771,2258,1,597,1508,56,58
5151,248,1609,3,9,1,2,265,469,0,13,2759,57,39
5152,168,4299,5,11,26,2,9,137,0,166,2543,36,60
5153,235,986,3,6,4,3,1500,2105,16,251,2208,76,36
5154,251,845,3,13,3,6,657,1106,8,57,2439,61,50
5155,348,2444,5,13,13,4,4374,5313,590,389,1,54,56
5156,159,2416,5,9,13,5,34,291,0,3,1651,55,55
5157,280,2300,5,13,13,3,3517,4689,151,471,2098,56,56
5158,290,3971,5,6,50,0,18,146,0,556,1866,56,34
5159,143,5127,5,9,13,3,2601,3599,23,234,2497,34,62
5160,419,57,5,9,13,3,3674,4313,646,471,302,56,52
5161,286,1393,5,9,13,3,1227,2082,6,417,14,55,54
5162,352,5405,4,4,1,3,1238,1766,7,3,1610,60,63
5163,323,1076,5,6,26,4,1429,2379,24,597,766,55,48
5164,354,3923,5,6,24,3,3275,4171,130,148,791,54,60
5165,239,2735,5,10,29,0,326,697,3,306,1304,56,56
5166,317,4254,3,5,1,5,3297,3980,35,2,1037,70,60
5167,198,5446,4,9,1,0,7,52,0,358,1410,51,54
5168,445,3216,3,6,1,3,2754,3154,43,594,1650,55,57
5169,292,3375,5,5,12,4,4312,5192,230,491,326,55,58
5170,251,5346,2,4,2,0,479,828,0,358,1417,33,59
5171,301,585,4,8,1,3,3304,4008,98,253,2178,103,40
5172,247,3650,4,9,1,3,235,551,0,461,2583,54,55
5173,373,1771,0,9,1,2,1805,2431,20,479,1522,169,54
5174,274,2134,5,9,60,0,267,711,1,618,1312,55,22
5175,225,3397,3,13,2,6,1245,1806,35,505,2439,50,58
5176,423,1424,5,6,119,4,1444,2811,126,639,2748,55,44
5177,377,2656,4,6,1,3,2751,3443,98,519,1944,47,55
5178,281,6241,0,13,1,3,1605,2501,7,491,2949,81,64
5179,191,2830,5,0,12,2,815,1158,1,499,1552,34,56
5180,288,525,5,6,22,3,1214,1965,12,639,1737,55,45
5181,392,4420,5,6,12,3,4453,5300,748,556,1514,53,61
5182,306,6050,2,9,12,3,595,1179,15,80,2627,54,64
5183,330,1163,3,6,1,3,2490,3063,18,474,2240,55,53
5184,356,4054,5,6,26,3,3444,4404,145,472,702,54,60
5185,352,2629,5,9,12,5,3827,4530,247,19,846,55,57
5186,262,3642,5,4,26,3,1933,3269,23,103,2321,55,59
5187,453,3818,5,6,26,4,4879,5696,1149,142,271,55,59
5188,239,1287,2,13,7,3,1392,1807,5,400,1552,36,53
5189,371,3796,5,6,12,4,4947,5767,944,306,1079,55,59
5190,364,2413,3,6,1,3,2558,3124,18,11,280,85,55
5191,377,290,5,6,26,4,2394,3130,114,515,687,54,51
5192,274,2394,3,13,4,3,613,1169,2,116,1552,61,50
5193,310,5049,2,10,1,3,2738,3619,46,474,2627,32,62
5194,345,5525,3,6,2,5,3336,4102,51,295,2396,55,63
5195,325,390,0,6,1,3,3686,4234,19,639,86,86,49
5196,283,1434,5,9,35,3,560,1361,9,60,982,56,30
5197,266,505,3,9,4,3,832,1346,5,306,89,61,41
5198,379,4947,5,6,26,3,4266,5189,455,304,10,55,62
5199,240,3317,5,10,25,0,146,329,1,144,2522,33,58
5200,212,181,0,13,1,3,667,1044,2,95,1912,79,49
5201,455,2451,5,8,50,3,2940,4342,693,429,2093,56,56
5202,139,6442,2,9,15,4,11,323,1,1,3182,44,63
5203,346,1010,3,6,1,3,2350,2795,9,597,1497,55,47
5204,195,5402,4,0,1,3,85,334,0,583,1851,34,62
5205,330,1940,5,9,40,2,473,922,8,583,2589,56,25
5206,232,6397,5,6,12,4,3230,4370,115,519,1557,55,65
5207,201,928,3,6,4,5,422,831,3,353,3150,81,36
5208,308,1433,5,9,26,3,427,841,8,435,344,54,43
5209,226,2291,1,7,1,0,766,1103,2,539,2627,36,51
5210,339,5994,2,6,12,3,2648,3391,35,295,1844,41,63
5211,340,1884,3,13,2,6,1797,2419,83,170,2439,61,54
5212,369,2501,3,6,1,3,2978,3554,14,75,1998,56,56
5213,269,3430,5,9,49,3,2630,3403,47,583,797,55,58
5214,295,5555,3,13,0,6,1054,1849,19,411,2439,49,63
5215,184,2109,1,7,1,0,718,959,0,538,2937,34,51
5216,453,1,0,9,1,4,4695,5423,546,95,1132,145,48
5217,369,2772,4,6,2,3,1691,2367,2,202,1887,20,55
5218,167,4089,5,0,12,3,1813,2250,7,233,1552,34,60
5219,499,5921,5,6,12,3,4058,4933,735,80,361,55,64
5220,308,888,3,9,1,3,2180,2963,39,283,2571,85,50
5221,332,1462,3,13,2,6,2121,2710,117,228,2439,61,53
5222,147,6420,2,10,1,0,213,839,0,474,2989,9,64
5223,398,2554,5,6,95,0,2423,3324,97,306,1818,34,56
5224,205,2092,0,10,1,3,165,390,2,435,1024,64,37
5225,359,6025,5,9,25,3,3528,4855,299,389,2993,54,64
5226,336,58,5,13,24,5,4642,5466,783,683,1578,54,52
5227,141,6510,0,9,1,0,7,42,0,635,2522,0,65
5228,285,5671,4,0,3,3,1002,1651,0,147,1972,37,63
5229,426,2906,3,6,2,3,3603,4224,123,519,1635,52,58
5230,367,5223,5,8,12,4,1983,4020,71,417,857,56,65
5231,305,2219,5,9,39,3,206,701,12,639,991,54,28
5232,405,2182,5,5,39,3,2629,3500,130,519,1214,55,55
5233,277,5140,5,9,51,2,1046,2021,36,358,992,55,63
5234,289,1680,5,8,109,2,440,703,2,556,2535,41,30
5235,328,592,5,1,36,2,402,1238,13,597,1369,56,52
5236,188,6489,2,6,1,0,112,223,0,700,2265,32,64
5237,483,1370,5,9,27,3,5008,5837,1216,182,65,55,54
5238,294,1755,5,9,52,0,269,445,1,631,1807,56,35
5239,381,1156,5,6,52,3,3917,4750,440,583,1279,55,53
5240,286,717,5,6,13,3,1519,2496,12,358,2180,55,53
5241,295,312,3,13,6,6,3421,4097,416,334,2439,61,48
5242,301,6326,5,14,6,3,2422,3604,57,163,1398,55,65
5243,415,3553,3,6,11,5,3200,3921,76,103,751,58,59
5244,262,6354,2,6,24,3,48,401,0,570,1336,32,64
5245,346,4101,5,4,37,0,636,1171,29,358,730,51,60
5246,292,1105,5,6,22,4,1155,2065,17,34,756,58,53
5247,375,4425,5,5,13,3,4856,5667,791,283,1827,55,61
5248,209,3135,3,13,2,0,859,1393,4,357,733,56,58
5249,280,5227,5,13,12,3,3233,4373,203,276,2864,55,63
5250,281,3658,0,6,1,3,285,595,2,556,555,116,34
5251,204,3594,5,11,52,0,13,72,0,597,1728,46,54
5252,398,3587,0,6,1,0,2927,3383,23,597,1319,141,59
5253,372,3237,0,9,1,0,1053,1482,14,639,612,102,58
5254,266,139,5,4,26,2,1419,1834,16,556,1255,51,46
5255,305,695,0,6,1,3,4164,4736,36,639,958,92,37
5256,379,2850,5,6,13,3,4630,5506,840,474,1938,55,57
5257,240,6124,5,2,52,2,217,720,8,687,2340,54,64
5258,348,6043,0,4,1,2,2276,2733,51,358,58,129,64
5259,225,4419,5,4,51,2,337,1078,10,597,2361,54,61
5260,452,2370,5,6,25,3,4325,5120,895,306,3168,54,55
5261,351,945,5,6,26,3,3929,4734,412,680,1266,55,52
5262,145,453,3,4,2,4,2401,2681,24,519,974,59,45
5263,77,5467,2,9,1,3,919,1391,0,276,404,34,62
5264,353,5007,5,4,12,3,2840,3536,136,3,1610,55,62
5265,317,4770,0,6,1,0,316,600,1,479,80,134,62
5266,324,2233,3,13,2,6,2096,2668,91,388,2439,61,55
5267,311,1933,5,6,46,3,284,696,7,639,440,55,38
5268,388,4552,0,6,1,4,3002,4198,76,679,1155,151,62
5269,434,2190,0,9,1,3,4210,4950,291,182,390,143,55
5270,337,1938,5,6,10,3,2979,3800,191,519,1239,55,55
5271,328,1595,0,6,1,0,548,844,8,306,1417,122,30
5272,275,3314,5,6,22,3,1224,1948,4,136,1971,36,58
5273,366,3579,0,8,1,5,2974,3645,52,201,932,99,59
5274,358,1160,5,6,52,3,3273,3716,130,308,1119,55,48
5275,345,3279,3,6,1,3,2252,2887,37,556,251,56,45
5276,321,864,5,9,32,2,2152,2629,57,639,2849,54,47
5277,331,1939,5,13,12,3,4002,4749,362,696,2430,55,55
5278,262,3413,4,9,1,4,3031,3580,36,182,405,39,58
5279,406,3572,0,9,1,3,2303,3205,30,583,878,131,61
5280,320,6435,2,10,1,4,2499,2933,10,132,2981,46,64
5281,272,6484,2,9,20,3,10,86,0,125,976,46,64
5282,281,780,5,5,13,3,2156,3035,75,306,943,55,49
5283,355,1564,5,9,51,3,1096,1483,28,556,991,55,31
5284,397,5312,4,14,6,4,4405,5182,211,306,408,43,62
5285,333,5821,0,4,1,3,1602,2473,10,629,156,124,64
5286,242,4902,2,9,6,3,1271,1793,1,639,1851,39,62
5287,343,3982,3,6,2,6,1231,1800,45,595,2439,59,60
5288,339,530,5,6,13,4,3383,4430,360,11,3116,55,51
5289,346,3470,1,7,1,3,2078,2457,13,583,2627,36,58
5290,55,6394,1,7,1,0,35,28,0,375,2627,34,62
5291,331,5819,0,4,1,3,2095,3070,18,629,156,117,63
5292,386,3420,5,9,22,4,4975,5812,1165,417,1104,55,58
5293,252,4077,4,6,4,0,53,200,0,520,1998,37,57
5294,299,1151,5,6,12,3,979,1434,5,519,246,54,45
5295,343,4376,4,5,1,3,3034,3603,21,147,1972,77,61
5296,226,6463,5,8,24,3,3078,4848,231,145,541,55,65
5297,231,1889,0,8,1,3,606,1018,2,306,2190,75,32
5298,175,4183,5,0,2,5,43,184,1,435,2248,61,35
5299,293,1627,5,9,26,3,242,725,0,435,1070,55,28
5300,153,1442,3,6,1,3,34,197,0,306,2811,61,40
5301,254,2787,5,9,52,3,67,320,0,618,975,56,28
5302,259,2247,0,8,1,0,493,863,4,639,1204,119,7
5303,350,2976,3,6,2,0,550,1201,3,3,2002,121,57
5304,389,295,5,6,12,0,2768,3860,217,556,3088,56,52
5305,447,6118,5,9,12,3,4513,5390,976,701,2802,55,64
5306,352,3906,5,5,12,3,4301,5078,235,680,1894,55,60
5307,300,4306,4,9,2,3,1349,2027,11,461,2993,44,61
5308,425,4360,0,6,1,2,2300,2599,47,485,1817,126,61
5309,345,2026,5,5,26,3,2582,3549,115,357,1976,55,55
5310,353,5372,3,6,3,4,2701,3745,21,413,894,52,63
5311,420,6014,5,6,12,4,4288,5319,522,95,352,55,64
5312,318,1828,5,6,13,5,4925,5731,960,202,2400,56,55
5313,215,1905,5,9,26,3,98,582,1,435,1361,53,45
5314,284,1447,5,9,26,3,1229,2269,13,461,2583,55,54
5315,149,4852,5,4,52,2,106,324,0,359,1328,56,61
5316,216,2562,3,6,1,0,58,256,1,325,2791,76,38
5317,417,5922,0,6,1,3,2655,3832,110,491,338,120,64
5318,270,5814,0,9,1,3,571,1331,4,37,2611,34,62
5319,374,2325,0,6,1,3,4595,5288,477,556,449,125,55
5320,331,464,5,6,13,4,3345,4108,375,242,1591,54,47
5321,231,3532,0,4,1,4,1713,2230,8,387,589,120,59
5322,295,1698,0,9,1,3,1272,1945,3,583,991,150,39
5323,319,1942,5,6,71,3,1905,2653,35,639,3043,56,44
5324,299,3879,5,5,12,5,3777,4621,73,57,564,55,60
5325,231,880,3,6,2,5,671,1079,2,242,1272,61,43
5326,371,5595,1,7,1,3,1339,1683,19,583,2627,38,63
5327,278,5690,5,6,12,3,3356,4089,65,155,3040,34,63
5328,353,17,5,5,24,4,4334,5226,760,202,1199,55,52
5329,391,1305,3,0,3,3,2719,3152,20,141,1972,56,54
5330,317,640,4,6,1,3,4190,4843,174,556,90,64,53
5331,231,2141,5,9,26,2,204,486,1,618,2529,55,30
5332,222,5220,4,13,1,6,272,665,4,526,2459,36,61
5333,302,3628,5,9,25,2,368,564,7,335,2687,34,47
5334,335,5394,5,5,12,3,3416,4391,144,519,1827,55,63
5335,95,4199,4,14,1,3,846,1137,0,701,1552,33,60
5336,286,5742,5,6,12,4,3436,4552,115,347,1173,55,63
5337,184,3909,4,9,1,3,91,292,0,306,1341,52,41
5338,445,6539,0,9,1,0,6,7,0,133,2547,52,64
5339,364,3285,3,5,2,3,4254,4934,69,519,663,55,58
5340,304,6293,2,9,5,0,998,1470,4,583,1056,42,64
5341,251,983,5,6,26,3,292,704,3,583,1084,56,45
5342,286,1481,5,6,13,3,2232,3351,48,95,903,54,54
5343,335,409,5,6,132,3,4342,5019,589,534,335,54,51
5344,329,4499,4,5,7,3,3045,3823,19,283,1552,34,61
5345,243,4572,4,6,5,5,2050,2721,9,680,2217,35,61
5346,357,6044,0,1,1,0,2311,3510,28,568,1420,133,64
5347,279,2863,3,13,4,6,1237,1966,34,411,2439,61,57
5348,337,1339,5,6,12,5,1366,2231,16,544,1394,56,54
5349,71,6185,0,6,1,2,26,286,2,136,1887,0,64
5350,323,4771,5,9,12,4,4741,5483,650,7,797,54,62
5351,441,5364,5,8,13,3,4188,4975,725,283,2652,54,63
5352,165,5777,2,11,24,0,19,54,0,157,2265,33,60
5353,126,1820,2,13,12,3,912,1574,2,696,1691,36,54
5354,330,2597,5,6,13,3,3269,4202,248,13,1928,55,56
5355,308,1463,3,9,1,6,2016,2467,67,57,2448,61,52
5356,291,3127,3,13,1,3,1108,1745,0,696,2563,53,57
5357,253,2244,5,9,0,0,187,515,4,534,1300,41,45
5358,235,3734,4,9,1,0,481,617,2,417,2989,12,59
5359,397,2210,5,6,25,3,4051,4822,441,242,661,55,56
5360,275,6594,2,5,6,3,432,1833,1,491,1552,33,64
5361,207,5084,5,0,12,3,1968,2543,10,470,1845,34,62
5362,50,6399,5,9,25,3,27,708,0,136,2765,33,64
5363,244,2946,3,9,1,3,685,1048,0,583,521,70,57
5364,281,2059,5,8,26,3,1194,2155,5,597,2328,55,55
5365,394,760,4,6,1,3,3968,4462,174,639,1371,79,40
5366,445,5408,4,13,1,3,4124,4884,195,677,2981,55,62
5367,398,6381,5,14,10,3,4628,5451,733,490,2351,54,64
5368,286,2170,5,4,39,0,2254,2737,8,656,952,51,47
5369,277,247,5,13,13,3,2233,2971,27,358,1576,55,48
5370,267,1813,3,9,2,6,1547,2008,33,35,2439,57,51
5371,283,987,5,6,25,3,849,1677,20,519,1358,54,43
5372,160,5343,2,6,0,1,23,287,1,196,1793,12,62
5373,306,1922,4,9,5,3,604,1076,2,95,1187,55,54
5374,423,4119,5,6,38,3,4357,5194,858,597,2007,55,60
5375,361,6243,3,6,1,3,557,2648,17,417,2828,54,64
5376,200,3073,4,10,1,2,198,435,1,306,1298,56,56
5377,253,4522,3,6,1,4,17,102,0,242,551,76,43
5378,395,5296,5,6,13,3,2899,3646,210,639,2062,55,63
5379,392,4382,4,9,2,4,4419,5088,186,659,446,49,61
5380,382,2626,0,9,1,3,4478,5148,134,417,1615,113,56
5381,193,4503,5,9,26,3,2329,3336,37,583,1093,55,61
5382,274,3986,5,6,12,3,3525,4308,55,461,1438,55,60
5383,338,5620,0,6,1,3,765,1558,2,377,1094,108,63
5384,334,4398,2,5,6,3,3467,4188,42,283,1955,34,60
5385,342,4220,4,9,1,2,254,532,2,515,2311,59,60
5386,299,1822,3,6,1,3,923,1237,5,556,2329,81,32
5387,347,3880,5,0,12,3,4619,5405,582,16,1620,54,60
5388,340,1947,5,5,24,3,2678,3639,80,696,1439,55,55
5389,278,131,0,6,1,4,3092,3661,119,306,493,124,43
5390,203,5212,3,5,2,6,675,1073,7,373,2447,51,62
5391,214,871,3,8,4,5,1024,1719,14,306,2473,78,38
5392,230,5037,4,6,1,3,38,206,0,639,1856,76,45
5393,279,714,5,6,13,4,3270,3978,112,23,365,55,53
5394,385,1611,5,6,159,2,2496,3354,217,479,1261,42,26
5395,280,908,5,13,12,3,2251,3033,20,662,1933,55,53
5396,242,1267,3,13,3,6,870,1533,13,35,2415,61,48
5397,158,6370,5,0,0,3,1479,3182,24,155,3129,34,65
5398,331,1134,2,9,26,3,2718,3867,118,583,509,55,53
5399,229,831,5,6,111,3,81,516,2,479,1999,54,35
5400,218,4079,4,9,1,3,308,610,1,182,2957,35,32
5401,283,4072,5,14,12,3,1683,2249,16,701,1552,33,60
5402,325,1273,0,8,1,3,4128,4743,143,538,1420,146,53
5403,243,3973,5,13,13,3,3773,4652,79,306,2252,54,60
5404,367,6047,5,6,24,3,2708,4123,156,303,1449,55,64
5405,393,1601,5,6,31,5,1636,2527,136,650,247,55,29
5406,386,216,3,6,7,3,1964,2333,13,479,2993,57,50
5407,186,3662,3,6,2,3,77,344,0,242,1479,71,36
5408,169,5344,5,6,10,5,4322,5176,188,75,1120,55,63
5409,368,3741,4,4,1,3,3261,3888,27,14,2862,61,59
5410,360,5117,5,4,12,3,4514,5424,519,709,199,54,63
5411,289,2844,5,6,102,0,326,798,5,639,1354,56,43
5412,264,3889,1,6,1,3,848,1303,0,145,2627,34,59
5413,296,2608,4,4,1,2,1616,2145,2,358,1417,51,56
5414,322,5114,4,9,1,3,727,1408,11,583,1552,35,61
5415,383,4896,5,6,12,5,4306,5129,518,680,1669,54,62
5416,291,5712,4,2,1,3,258,727,2,242,2698,54,63
5417,301,1861,5,6,23,0,1808,1985,24,556,2007,54,33
5418,242,1935,5,9,23,0,72,398,2,417,2269,54,48
5419,408,6096,5,6,24,3,2077,3307,158,417,1422,55,64
5420,167,3551,3,6,1,0,308,495,0,633,2679,55,30
5421,338,3646,4,5,1,3,3207,3714,16,701,1945,55,59
5422,310,2090,0,10,1,0,216,505,1,323,1398,83,34
5423,295,686,5,6,12,5,3434,4074,44,519,1678,55,53
5424,60,5610,5,9,26,0,13,114,0,136,1807,36,63
5425,310,346,0,9,1,4,4147,4798,219,417,2520,79,47
5426,238,4269,1,8,1,0,2445,3008,47,389,2627,35,60
5427,173,4733,4,9,1,0,89,148,0,444,1807,13,60
5428,212,5581,0,10,1,0,12,60,0,476,2479,81,54
5429,362,156,5,6,39,0,1957,2506,63,515,2828,55,49
5430,350,4214,4,9,1,3,2833,3407,53,556,444,42,60
5431,263,6005,2,5,0,3,772,2145,8,583,2265,45,65
5432,300,4179,4,6,5,3,2875,3545,10,491,1824,36,60
5433,346,1838,5,6,96,3,1319,1909,41,639,555,54,16
5434,329,2755,3,0,1,3,1133,1532,1,18,3039,55,57
5435,298,1530,3,4,2,2,2259,2513,103,556,1329,61,43
5436,329,2198,4,0,1,3,2235,2639,8,141,1552,35,52
5437,232,926,5,9,13,3,1693,2594,17,306,164,55,49
5438,246,3093,4,4,4,3,304,878,1,696,1552,33,56
5439,471,2577,5,6,26,4,4536,5479,1049,306,2114,53,57
5440,250,2985,0,8,1,0,100,523,0,49,2065,116,41
5441,254,6544,5,4,0,3,2080,4099,47,461,951,54,65
5442,77,613,3,6,2,5,2803,3309,35,242,2223,61,50
5443,258,2471,4,9,1,4,737,1435,1,202,951,49,55
5444,402,4511,0,6,1,5,2036,2652,38,597,26,82,61
5445,319,4308,3,13,2,6,1915,2534,25,411,2439,59,60
5446,439,4009,0,9,1,3,4874,5670,1002,123,3115,77,60
5447,212,1730,3,6,3,5,449,854,3,242,242,68,36
5448,446,4435,5,13,12,4,4939,5753,1105,709,1190,59,61
5449,274,2307,5,13,12,5,4354,5075,234,606,2398,56,55
5450,341,5081,5,6,12,3,3519,4429,118,633,2471,55,62
5451,266,1390,3,9,4,0,85,244,1,583,2932,60,39
5452,279,6543,4,2,1,3,143,477,0,242,1871,54,64
5453,367,5489,3,14,1,4,2603,3376,78,508,264,68,62
5454,375,4744,5,6,12,4,4948,5778,1074,679,869,54,62
5455,407,1202,0,9,3,3,4951,5765,1104,123,2190,53,54
5456,424,3944,5,6,24,4,4614,5421,881,242,1102,55,60
5457,364,3516,4,5,1,3,4276,4931,78,242,3029,58,58
5458,234,6319,5,9,13,3,1774,2416,7,234,2049,35,64
5459,357,1237,0,6,1,3,2162,2603,22,639,1642,61,41
5460,308,913,0,8,1,0,721,1164,7,639,1406,106,26
5461,302,852,0,4,1,2,3897,4405,58,358,1223,112,50
5462,327,5672,3,6,1,3,659,2163,6,435,1930,53,63
5463,261,4363,4,6,2,3,1202,2114,14,3,1968,32,59
5464,230,2935,5,6,23,3,215,557,6,152,3162,55,39
5465,288,3521,5,0,13,3,2158,2562,4,470,1972,34,58
5466,345,2126,4,6,1,0,2175,2499,9,3,2215,55,55
5467,195,3136,5,6,51,1,29,151,1,597,1807,55,53
5468,484,6446,5,6,25,3,4175,5629,864,95,430,54,65
5469,265,881,5,9,48,3,1083,2200,14,556,1462,46,45
5470,371,4140,3,6,3,3,2357,3244,20,618,735,59,60
5471,283,2278,3,13,2,6,1141,1707,29,170,2439,61,54
5472,225,5150,3,13,1,6,854,1355,3,122,2439,57,62
5473,344,353,0,0,1,0,2846,3415,47,538,2993,135,46
5474,234,6579,4,6,1,3,169,457,0,331,1201,33,59
5475,336,1913,0,9,1,1,734,1496,4,204,798,126,54
5476,429,1967,3,8,24,5,1910,2727,31,60,855,57,45
5477,286,911,0,9,1,0,1376,1908,22,617,2079,53,45
5478,283,3173,4,13,1,4,1098,2048,2,389,1115,44,57
5479,397,830,0,9,1,3,2554,3013,58,583,833,168,29
5480,442,6182,5,6,24,3,4647,5687,1016,679,3081,55,64
5481,337,2211,3,6,3,4,2997,3562,29,145,1710,54,56
5482,316,104,5,4,24,3,2359,3125,52,202,343,56,47
5483,260,5359,4,9,4,3,362,946,2,472,1723,32,62
5484,260,5162,3,5,1,3,2118,2888,13,145,516,54,63
5485,324,909,5,6,0,0,768,1385,47,44,1807,41,40
5486,341,3122,3,9,3,3,3182,3856,71,276,142,57,58
5487,330,3794,0,8,1,3,3683,4520,148,583,2956,137,59
5488,234,4615,4,8,2,0,27,108,0,353,2992,76,48
5489,192,1427,3,9,1,3,174,409,2,556,918,58,34
5490,326,5011,5,5,10,5,4558,5357,333,433,666,54,62
5491,257,708,5,9,13,3,1856,2540,11,461,1488,54,48
5492,253,2579,5,9,150,2,84,687,1,519,1807,37,56
5493,398,6329,5,6,25,3,1702,3299,57,597,1647,54,65
5494,210,6612,4,10,2,5,60,1255,8,108,2235,36,65
5495,263,569,4,13,4,3,867,1315,2,358,1576,38,50
5496,331,6503,5,6,12,3,1453,3776,30,174,1493,56,65
5497,245,1444,3,6,1,3,546,869,5,534,2153,86,34
5498,115,2329,3,9,1,6,3521,4019,304,582,2463,66,55
5499,350,2121,5,6,26,5,1498,2907,58,306,2946,53,55
5500,312,2876,5,2,12,3,2962,3944,199,242,2014,55,57
5501,295,1312,3,13,3,6,2053,2703,128,236,2439,61,51
5502,283,3829,5,13,13,3,2481,3340,40,271,2253,54,60
5503,277,3735,4,5,1,3,1421,2481,21,3,2018,33,58
5504,385,3329,0,9,1,0,3355,4201,103,417,3188,151,58
5505,409,2627,5,6,13,4,3735,4647,181,474,2762,54,56
5506,47,5597,5,9,0,0,35,171,0,402,1879,36,63
5507,351,2506,0,9,1,0,1094,1517,5,639,612,101,56
5508,118,506,5,9,12,4,1728,2350,10,448,3196,36,52
5509,433,3805,5,6,25,3,4935,5770,1067,3,156,55,59
5510,421,1811,3,4,1,3,4329,4943,540,496,633,157,56
5511,182,5735,0,4,1,0,236,794,1,503,951,54,64
5512,229,4598,5,6,25,3,102,385,2,519,1994,34,61
5513,107,6557,5,9,10,3,15,207,1,267,996,33,64
5514,273,798,3,6,1,5,1924,2277,32,417,2150,85,43
5515,215,4719,5,9,52,0,123,216,0,444,1819,34,56
5516,265,1854,5,10,35,3,200,783,4,436,1024,55,35
5517,302,2832,5,6,12,5,3070,3948,48,59,580,55,57
5518,161,1577,5,9,52,3,1364,1941,7,583,1271,56,51
5519,256,4240,5,6,47,1,9,95,0,556,1980,56,38
5520,347,2163,5,5,13,3,3038,3710,44,242,1251,54,55
5521,91,5659,2,11,4,0,34,123,0,700,2989,32,63
5522,284,6019,5,7,13,3,1073,2430,65,391,2627,54,64
5523,418,5149,5,6,13,3,3893,4663,235,303,11,55,63
5524,317,3058,3,6,2,5,3916,4681,121,542,1717,61,57
5525,352,5628,3,0,1,3,1480,2136,9,276,3037,58,64
5526,235,6061,2,8,12,3,1159,2385,69,180,2170,42,63
5527,434,4001,5,6,12,3,4702,5463,788,327,2408,55,60
5528,195,1571,5,9,26,1,115,530,1,656,829,56,50
5529,336,161,5,6,24,3,4657,5437,776,680,1677,54,47
5530,337,3854,3,13,3,6,2073,2810,144,126,2439,61,59
5531,348,1042,0,8,1,0,1779,2643,139,215,2076,136,32
5532,354,679,5,9,26,3,2519,3593,148,583,784,54,53
5533,351,280,5,6,13,5,4359,5062,434,556,1618,55,51
5534,367,5968,2,8,12,3,3168,3943,167,477,737,49,63
5535,290,2112,5,8,26,0,288,760,5,353,3089,56,28
5536,174,3956,3,8,1,3,124,281,0,355,2747,81,37
5537,198,1589,3,6,2,6,883,1350,16,546,2439,61,52
5538,363,5286,5,6,10,3,3832,4533,574,519,3003,55,63
5539,218,3528,0,1,1,0,74,184,0,639,2125,49,18
5540,164,1744,3,6,2,4,237,622,1,317,840,66,39
5541,356,3826,5,5,12,3,4217,5083,493,147,1972,54,60
5542,366,19,5,6,26,3,1869,2739,108,519,844,55,51
5543,389,2203,2,9,26,3,4117,4959,634,95,825,55,55
5544,310,3531,5,6,13,4,4604,5426,436,276,431,55,59
5545,231,4714,3,9,1,0,66,367,0,295,3093,71,61
5546,333,1815,0,9,2,2,3344,3892,42,639,1418,63,47
5547,341,2510,3,6,2,5,3254,3840,121,416,1628,61,56
5548,279,4049,5,10,33,0,6,133,0,639,2668,56,25
5549,161,5524,5,13,12,3,1895,2882,18,129,2418,36,63
5550,389,3138,5,6,13,0,3073,3602,152,556,3130,55,57
5551,337,1761,5,1,52,0,1174,1488,14,353,1425,56,22
5552,306,1505,5,9,26,3,1063,1841,6,103,2589,55,54
5553,374,788,0,6,1,0,3724,4464,405,538,3069,149,38
